cycle,phase,step,proxy_cost,wirelength_cost,density_cost,congestion_cost,overlap_count
1,final_gpu,after_stagnation_or_cap,1.164987326,0.08593573421,0.5045309663,1.653572164,49
1,abbacus,before,1.164987326,0.08593573421,0.5045309663,1.653572164,49
1,abbacus,after,1.165613651,0.08589988202,0.5074321032,1.651995561,0
1,final,end,1.165613651,0.08589988202,0.5074321032,1.651995561,0
0,init,start,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,cycle_start,before_gpu,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,gpu,after_stagnation_or_cap,0.9200177193,0.07056456804,0.501378119,1.197528195,97
1,explore,after_w2_ep100,0.900727272,0.073081173,0.5257627368,1.129529488,97
1,final_gpu_start,before_gpu,0.900727272,0.073081173,0.5257627368,1.129529488,97
1,final_gpu,after_stagnation_or_cap,0.8819117546,0.07398719341,0.4980309606,1.117818089,79
1,abbacus,before,0.8819117546,0.07398719341,0.4980309606,1.117818089,79
1,abbacus,after,0.8831260204,0.07392673194,0.5065350533,1.111863531,0
1,final,end,0.8831260204,0.07392673194,0.5065350533,1.111863531,0
0,init,start,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,cycle_start,before_gpu,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,gpu,after_stagnation_or_cap,0.9200177193,0.07056456804,0.501378119,1.197528195,97
1,explore,after_w2_ep100,0.900727272,0.073081173,0.5257627368,1.129529488,97
1,final_gpu_start,before_gpu,0.900727272,0.073081173,0.5257627368,1.129529488,97
1,final_gpu,after_stagnation_or_cap,0.8819117546,0.07398719341,0.4980309606,1.117818089,79
1,abbacus,before,0.8819117546,0.07398719341,0.4980309606,1.117818089,79
1,abbacus,after,0.8831260204,0.07392673194,0.5065350533,1.111863531,0
1,final,end,0.8831260204,0.07392673194,0.5065350533,1.111863531,0
0,init,start,1.565848589,0.07472059131,0.728674531,2.25358148,108
1,cycle_start,before_gpu,1.565848589,0.07472059131,0.728674531,2.25358148,108
1,gpu,after_stagnation_or_cap,1.540438652,0.08249608427,0.506200254,2.409684972,57
1,explore,after_w3_ep150,1.480924487,0.08787033707,0.5369725823,2.249135688,57
1,final_gpu_start,before_gpu,1.480924487,0.08787033707,0.5369725823,2.249135688,57
0,init,start,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,cycle_start,before_gpu,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,gpu,after_stagnation_or_cap,0.9200177193,0.07056456804,0.501378119,1.197528195,97
1,explore,after_w2_ep100,0.900727272,0.073081173,0.5257627368,1.129529488,97
1,final_gpu_start,before_gpu,0.900727272,0.073081173,0.5257627368,1.129529488,97
1,final_gpu,after_stagnation_or_cap,0.8819117546,0.07398719341,0.4980309606,1.117818089,79
1,abbacus,before,0.8819117546,0.07398719341,0.4980309606,1.117818089,79
1,abbacus,after,0.8831260204,0.07392673194,0.5065350533,1.111863531,0
1,final,end,0.8831260204,0.07392673194,0.5065350533,1.111863531,0
0,init,start,1.565848589,0.07472059131,0.728674531,2.25358148,108
1,cycle_start,before_gpu,1.565848589,0.07472059131,0.728674531,2.25358148,108
1,gpu,after_stagnation_or_cap,1.540438652,0.08249608427,0.506200254,2.409684972,57
1,explore,after_w3_ep150,1.480924487,0.08787033707,0.5369725823,2.249135688,57
1,final_gpu_start,before_gpu,1.480924487,0.08787033707,0.5369725823,2.249135688,57
1,final_gpu,after_stagnation_or_cap,1.500625253,0.08826303482,0.5082190633,2.316505428,50
1,abbacus,before,1.500625253,0.08826303482,0.5082190633,2.316505428,50
1,abbacus,after,1.502071381,0.08818300813,0.5119252801,2.315851391,0
1,final,end,1.502071381,0.08818300813,0.5119252801,2.315851391,0
0,init,start,1.325485945,0.07938712835,0.7319133878,1.76028432,61
1,cycle_start,before_gpu,1.325485945,0.07938712835,0.7319133878,1.76028432,61
1,gpu,after_stagnation_or_cap,1.26635325,0.08562459797,0.5001136661,1.861343576,42
1,explore,after_w4_ep200,1.195524693,0.09676475078,0.5310059786,1.666513994,42
1,final_gpu_start,before_gpu,1.195524693,0.09676475078,0.5310059786,1.666513994,42
0,init,start,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,cycle_start,before_gpu,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,gpu,after_stagnation_or_cap,0.9200177193,0.07056456804,0.501378119,1.197528195,97
1,explore,after_w2_ep100,0.900727272,0.073081173,0.5257627368,1.129529488,97
1,final_gpu_start,before_gpu,0.900727272,0.073081173,0.5257627368,1.129529488,97
1,final_gpu,after_stagnation_or_cap,0.8819117546,0.07398719341,0.4980309606,1.117818089,79
1,abbacus,before,0.8819117546,0.07398719341,0.4980309606,1.117818089,79
1,abbacus,after,0.8831260204,0.07392673194,0.5065350533,1.111863531,0
1,final,end,0.8831260204,0.07392673194,0.5065350533,1.111863531,0
0,init,start,1.565848589,0.07472059131,0.728674531,2.25358148,108
1,cycle_start,before_gpu,1.565848589,0.07472059131,0.728674531,2.25358148,108
1,gpu,after_stagnation_or_cap,1.540438652,0.08249608427,0.506200254,2.409684972,57
1,explore,after_w3_ep150,1.480924487,0.08787033707,0.5369725823,2.249135688,57
1,final_gpu_start,before_gpu,1.480924487,0.08787033707,0.5369725823,2.249135688,57
1,final_gpu,after_stagnation_or_cap,1.500625253,0.08826303482,0.5082190633,2.316505428,50
1,abbacus,before,1.500625253,0.08826303482,0.5082190633,2.316505428,50
1,abbacus,after,1.502071381,0.08818300813,0.5119252801,2.315851391,0
1,final,end,1.502071381,0.08818300813,0.5119252801,2.315851391,0
0,init,start,1.325485945,0.07938712835,0.7319133878,1.76028432,61
1,cycle_start,before_gpu,1.325485945,0.07938712835,0.7319133878,1.76028432,61
1,gpu,after_stagnation_or_cap,1.26635325,0.08562459797,0.5001136661,1.861343576,42
1,explore,after_w4_ep200,1.195524693,0.09676475078,0.5310059786,1.666513994,42
1,final_gpu_start,before_gpu,1.195524693,0.09676475078,0.5310059786,1.666513994,42
0,init,start,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,cycle_start,before_gpu,1.038497686,0.06407981366,0.811983943,1.136851687,69
1,gpu,after_stagnation_or_cap,0.9200177193,0.07056456804,0.501378119,1.197528195,97
1,explore,after_w2_ep100,0.900727272,0.073081173,0.5257627368,1.129529488,97
1,final_gpu_start,before_gpu,0.900727272,0.073081173,0.5257627368,1.129529488,97
0,init,start,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,cycle_start,before_gpu,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,gpu,after_stagnation_or_cap,0.9200177193,0.07056456804,0.501378119,1.197528195,97
1,explore,after_w2_ep100,0.900727272,0.073081173,0.5257627368,1.129529488,97
1,final_gpu_start,before_gpu,0.900727272,0.073081173,0.5257627368,1.129529488,97
1,final_gpu,after_stagnation_or_cap,0.8819117546,0.07398719341,0.4980309606,1.117818089,79
1,abbacus,before,0.8819117546,0.07398719341,0.4980309606,1.117818089,79
1,abbacus,after,0.8831260204,0.07392673194,0.5065350533,1.111863531,0
1,final,end,0.8831260204,0.07392673194,0.5065350533,1.111863531,0
0,init,start,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,cycle_start,before_gpu,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,gpu,after_stagnation_or_cap,0.9200177193,0.07056456804,0.501378119,1.197528195,97
1,explore,after_w2_ep100,0.900727272,0.073081173,0.5257627368,1.129529488,97
1,final_gpu_start,before_gpu,0.900727272,0.073081173,0.5257627368,1.129529488,97
1,final_gpu,after_stagnation_or_cap,0.8819117546,0.07398719341,0.4980309606,1.117818089,79
1,abbacus,before,0.8819117546,0.07398719341,0.4980309606,1.117818089,79
1,abbacus,after,0.8831260204,0.07392673194,0.5065350533,1.111863531,0
1,final,end,0.8831260204,0.07392673194,0.5065350533,1.111863531,0
0,init,start,1.565848589,0.07472059131,0.728674531,2.25358148,108
1,cycle_start,before_gpu,1.565848589,0.07472059131,0.728674531,2.25358148,108
1,gpu,after_stagnation_or_cap,1.540438652,0.08249608427,0.506200254,2.409684972,57
1,explore,after_w3_ep150,1.480924487,0.08787033707,0.5369725823,2.249135688,57
1,final_gpu_start,before_gpu,1.480924487,0.08787033707,0.5369725823,2.249135688,57
1,final_gpu,after_stagnation_or_cap,1.500625253,0.08826303482,0.5082190633,2.316505428,50
1,abbacus,before,1.500625253,0.08826303482,0.5082190633,2.316505428,50
1,abbacus,after,1.502071381,0.08818300813,0.5119252801,2.315851391,0
1,final,end,1.502071381,0.08818300813,0.5119252801,2.315851391,0
0,init,start,1.325485945,0.07938712835,0.7319133878,1.76028432,61
1,cycle_start,before_gpu,1.325485945,0.07938712835,0.7319133878,1.76028432,61
1,gpu,after_stagnation_or_cap,1.26635325,0.08562459797,0.5001136661,1.861343576,42
1,explore,after_w4_ep200,1.195565701,0.09676475078,0.5310059786,1.666595828,42
1,final_gpu_start,before_gpu,1.195565701,0.09676475078,0.5310059786,1.666595828,42
0,init,start,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,cycle_start,before_gpu,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,gpu,after_stagnation_or_cap,0.9200177193,0.07056456804,0.501378119,1.197528195,97
1,explore,after_w2_ep100,0.900727272,0.073081173,0.5257627368,1.129529488,97
2,cycle_start,before_gpu,0.900727272,0.073081173,0.5257627368,1.129529488,97
2,gpu,after_stagnation_or_cap,0.8819117546,0.07398719341,0.4980309606,1.117818089,79
2,explore,after_w1_ep50,0.8791514635,0.0761519894,0.5077987909,1.098200078,79
3,cycle_start,before_gpu,0.8791514635,0.0761519894,0.5077987909,1.098200078,79
3,gpu,after_stagnation_or_cap,0.8599355817,0.07761694491,0.4800741374,1.084563088,58
3,explore,after_w1_ep50,0.859738946,0.07779160142,0.4807375669,1.083157119,58
3,final_gpu_start,before_gpu,0.859738946,0.07779160142,0.4807375669,1.083157119,58
3,final_gpu,after_stagnation_or_cap,0.8588200808,0.07793679833,0.4767549038,1.085011637,48
3,abbacus,before,0.8588200808,0.07793679833,0.4767549038,1.085011637,48
3,abbacus,after,0.8609466553,0.07791803032,0.4811559021,1.08490138,0
3,final,end,0.8609466553,0.07791803032,0.4811559021,1.08490138,0
0,init,start,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,cycle_start,before_gpu,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,gpu,after_stagnation_or_cap,0.9159217477,0.07158264518,0.5002393126,1.188438838,80
1,explore,after_w2_ep600,0.8940938711,0.07607923448,0.5331377983,1.102891474,80
2,cycle_start,before_gpu,0.8940938711,0.07607923448,0.5331377983,1.102891474,80
0,init,start,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,cycle_start,before_gpu,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,gpu,after_stagnation_or_cap,0.9159217477,0.07158264518,0.5002393126,1.188438838,80
1,explore,after_w2_ep600,0.8940938711,0.07607923448,0.5331377983,1.102891474,80
2,cycle_start,before_gpu,0.8940938711,0.07607923448,0.5331377983,1.102891474,80
2,gpu,after_stagnation_or_cap,0.8578898907,0.0782989189,0.4738743007,1.085307668,54
2,explore,after_w1_ep300,0.8619040847,0.07973705232,0.4965269566,1.067807133,54
3,cycle_start,before_gpu,0.8619040847,0.07973705232,0.4965269566,1.067807133,54
3,gpu,after_stagnation_or_cap,0.8512911797,0.08032531291,0.4684812427,1.073450548,44
3,explore,after_w1_ep300,0.8569254279,0.08206877857,0.4851120114,1.064601278,44
3,final_gpu_start,before_gpu,0.8569254279,0.08206877857,0.4851120114,1.064601278,44
3,final_gpu,after_stagnation_or_cap,0.849763155,0.08234935254,0.4618084133,1.073019112,34
3,abbacus,before,0.849763155,0.08234935254,0.4618084133,1.073019112,34
3,abbacus,after,0.8508154154,0.08235297352,0.4647768736,1.072148123,0
3,final,end,0.8508154154,0.08235297352,0.4647768736,1.072148123,0
0,init,start,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,cycle_start,before_gpu,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,gpu,after_stagnation_or_cap,0.9150441289,0.07136643678,0.5008628368,1.186492541,72
1,explore,after_w3_ep750,0.8899326921,0.07705371827,0.5401482582,1.085609635,72
1,final_gpu_start,before_gpu,0.8899326921,0.07705371827,0.5401482582,1.085609635,72
0,init,start,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,cycle_start,before_gpu,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,gpu,after_stagnation_or_cap,0.9150441289,0.07136643678,0.5008628368,1.186492541,72
1,explore,after_w3_ep750,0.8899326921,0.07705371827,0.5401482582,1.085609635,72
1,final_gpu_start,before_gpu,0.8899326921,0.07705371827,0.5401482582,1.085609635,72
0,init,start,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,cycle_start,before_gpu,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,gpu,after_stagnation_or_cap,0.9150441289,0.07136643678,0.5008628368,1.186492541,72
1,explore,after_w3_ep150,0.8972633481,0.07397930324,0.5150104165,1.131557669,72
1,final_gpu_start,before_gpu,0.8972633481,0.07397930324,0.5150104165,1.131557669,72
1,final_gpu,after_stagnation_or_cap,0.8949804306,0.07475750893,0.4965102077,1.143935717,102
1,abbacus,before,0.8949804306,0.07475750893,0.4965102077,1.143935717,102
1,abbacus,after,0.8978488445,0.07464960963,0.5074201822,1.138978335,0
1,final,end,0.8978488445,0.07464960963,0.5074201822,1.138978335,0
0,init,start,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,cycle_start,before_gpu,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,gpu,after_stagnation_or_cap,0.9258733392,0.06976428628,0.5012866855,1.210931398,92
1,explore,after_w2_ep200,0.9050146341,0.0733204335,0.5137378573,1.149650587,92
1,final_gpu_start,before_gpu,0.9050146341,0.0733204335,0.5137378573,1.149650587,92
0,init,start,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,cycle_start,before_gpu,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,gpu,after_stagnation_or_cap,0.9531983733,0.06618686765,0.5610733628,1.212949644,116
0,init,start,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,cycle_start,before_gpu,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,gpu,after_stagnation_or_cap,0.9531983733,0.06618686765,0.5610733628,1.212949644,116
1,explore,after_w1_ep25,0.9523282051,0.06637241691,0.5612199306,1.210691543,118
1,final_gpu_start,before_gpu,0.9523282051,0.06637241691,0.5612199306,1.210691543,118
1,final_gpu,after_stagnation_or_cap,0.9573545456,0.06648914516,0.5558695197,1.225861319,110
1,abbacus,before,0.9573545456,0.06648914516,0.5558695197,1.225861319,110
1,abbacus,after,0.9565705061,0.06649083644,0.5733106136,1.206848686,0
1,final,end,0.9565705061,0.06649083644,0.5733106136,1.206848686,0
0,init,start,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,cycle_start,before_gpu,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,gpu,after_stagnation_or_cap,0.9150441289,0.07136643678,0.5008628368,1.186492541,72
1,explore,after_w1_ep25,0.9032440782,0.07198166847,0.5052062273,1.157318577,72
1,liquid_gpu,after_50_epochs,0.9061596394,0.0711582303,0.5009537339,1.169049189,156
2,cycle_start,before_gpu,0.9061596394,0.0711582303,0.5009537339,1.169049189,156
2,gpu,after_stagnation_or_cap,0.8923810124,0.07324130088,0.4921848476,1.146094524,73
2,explore,after_w1_ep25,0.8892909884,0.073903054,0.4966718554,1.134103972,73
2,liquid_gpu,after_50_epochs,0.8815637827,0.07283487171,0.491838634,1.12561915,109
3,cycle_start,before_gpu,0.8815637827,0.07283487171,0.491838634,1.12561915,109
0,init,start,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,cycle_start,before_gpu,1.038253069,0.06407981366,0.811983943,1.136362544,69
1,gpu,after_stagnation_or_cap,0.9150441289,0.07136643678,0.5008628368,1.186492541,72
1,explore,after_w1_ep25,1.017711401,0.07115391642,0.6356432438,1.257471806,130
1,liquid_gpu,after_50_epochs,0.9106850624,0.07051232457,0.5054100752,1.174935326,144
2,cycle_start,before_gpu,0.9106850624,0.07051232457,0.5054100752,1.174935326,144
2,gpu,after_stagnation_or_cap,0.8909460306,0.07407598197,0.4856386185,1.148101478,70
2,explore,after_w1_ep25,1.072628379,0.07372806966,0.7055183053,1.292282324,139
2,liquid_gpu,after_50_epochs,0.8983876109,0.07257713377,0.5034743547,1.148146675,154
3,cycle_start,before_gpu,0.8983876109,0.07257713377,0.5034743547,1.148146675,154
3,gpu,after_stagnation_or_cap,nan,nan,0.5059347153,1.152062351,145
